License_Number,Hospital_Name,City,Year,Quarter,Licensed_Beds,Acute_Care_Medicare_Discharges,Acute_Care_Medicaid_Discharges,Acute_Care_Self_Pay_Discharges,Acute_Care_Commercial_Discharges,Acute_Care_Other_Discharges,Acute_Care_Total_Discharges,Swing_Bed_Medicare_Discharges1,Swing_Bed_Medicaid_Discharges,Swing_Bed_Self_Pay_Discharges,Swing_Bed_Commercial_Discharges,Swing_Bed_Other_Discharges,Swing_Bed_Total_Discharges,SNF_Medicare_Discharges,SNF_Medicaid_Discharges,SNF_Self_Pay_Discharges,SNF_Commercial_Discharges,SNF_Other_Discharges,SNF_Total_Discharges,Psych_Rehab_CDU_Medicare_Discharges,Psych_Rehab_CDU_Medicaid_Discharges,Psych_Rehab_CDU_Self_Pay_Discharges,Psych_Rehab_CDU_Commercial_Discharges,Psych_Rehab_CDU_Other_Discharges,Psych_Rehab_CDU_Total_Discharges,Total_Medicare_Discharges,Total_Medicaid_Discharges,Total_Self_Pay_Discharges,Total_Commercial_Discharges,Total_Other_Discharges,Total_Discharges,Acute_Care_Medicare_Patient_Days,Acute_Care_Medicaid_Patient_Days,Acute_Care_Self_Pay_Patient_Days,Acute_Care_Commercial_Patient_Days,Acute_Care_Other_Patient_Days,Acute_Care_Total_Patient_Days,Swing_Bed_Medicare_Patient_Days,Swing_Bed_Medicaid_Patient_Days,Swing_Bed_Self_Pay_Patient_Days,Swing_Bed_Commercial_Patient_Days,Swing_Bed_Other_Patient_Days,Swing_Bed_Total_Patient_Days,SNF_Medicare_Patient_Days,SNF_Medicaid_Patient_Days,SNF_Self_Pay_Patient_Days,SNF_Commercial_Patient_Days,SNF_Other_Patient_Days,SNF_Total_Patient_Days,Psych_Rehab_CDU_Medicare_Patient_Days,Psych_Rehab_CDU_Medicaid_Patient_Days,Psych_Rehab_CDU_Self_Pay_Patient_Days,Psych_Rehab_CDU_Commercial_Patient_Days,Psych_Rehab_CDU_Other_Patient_Days,Psych_Rehab_CDU_Total_Patient_Days,Total_Medicare_Patient_Days,Total_Medicaid_Patient_Days,Total_Self_Pay_Patient_Days,Total_Commercial_Patient_Days,Total_Other_Patient_Days,Total_Patient_Days,Total_Inpatient_Surgeries,Total_Births,Total_Newborn_Days,Number_of_Admissions_from_ER,Emergency_Room_Visits,Outpatient_Surgery_Visits,Observation_Visits,Home_Health_Visits,All_Other_Visits,Total_Outpatient_Visits,Acute_Medicare_Inpatient_Revenue,Acute_Medicaid_Inpatient_Revenue,Acute_Self_Pay_Inpatient_Revenue,Acute_Other_Inpatient_Revenue,Acute_Total_Inpatient_Revenue,Acute_Medicare_Outpatient_Revenue,Acute_Medicaid_Outpatient_Revenue,Acute_Self_Pay_Outpatient_Revenue,Acute_Commercial_Inpatient_Revenue,Acute_Commercial_Outpatient_Revenue,Acute_Other_Outpatient_Revenue,Acute_Total_Outpatient_Revenue,Swing_Bed_Medicare_Revenue,Swing_Bed_Medicaid_Revenue,Swing_Bed_Self_Pay_Revenue,Swing_Bed_Commercial_Revenue,Swing_Bed_Other_Revenue,Swing_Bed_Total_Revenue,SNF_Medicare_Revenue,SNF_Medicaid_Revenue,SNF_Self_Pay_Revenue,SNF_Commercial_Revenue,SNF_Other_Revenue,SNF_Total_Revenue,Psych_Rehab_CDU_Medicare_Revenue,Psych_Rehab_CDU_Medicaid_Revenue,Psych_Rehab_CDU_Self_Pay_Revenue,Psych_Rehab_CDU_Commercial_Revenue,Psych_Rehab_CDU_Other_Revenue,Psych_Rehab_DCU_Total_Revenue,Home_Health_Medicare_Revenue,Home_Health_Medicaid_Revenue,Home_Health_Self_Pay_Revenue,Home_Health_Commercial_Revenue,Home_Health_Other_Revenue,Home_Health_Total_Revenue,Total_Medicare_Revenue,Total_Medicaid_Revenue,Total_Self_Pay_Revenue,Total_Commercial_Revenue,Total_Other_Revenue,Total_Revenue,Acute_Contractuals_Medicare,Acute_Contractuals_Medicaid,Acute_Contractuals_Self_Pay,Acute_Contractuals_Commercial,Acute_Contractuals_Other,Acute_Contractuals_Total,Other_Contractuals_Medicare,Other_Contractuals_Medicaid,Other_Contractuals_Self_Pay,Other_Contractuals_Commercial,Other_Contractuals_Other,Other_Contractuals_Total,Total_Medicare_Contractuals,Total_Medicaid_Contractuals,Total_Self_Pay_Contractuals,Total_Commercial_Contractuals,Total_Other_Contractuals,Total_Contractuals,Total_Charity_Care,Facility_Payroll,Facility_Paid_Hours,Physician_Payroll,Physician_Paid_Hours,Total_Payroll,Total_Paid_Hours,Employee_Benefit_Expenses,Supply_Expenses,Depreciation_Expense,Interest_Expenses,Professional_Fee_Expense,Bad_Debts,All_Other_Expenses,Total_Operating_Expenses,Other_Operation_Revenue,Operating_Margin,Net_Non_Operating_Gains_Losses,Tax_Subsidies,Gross_Total_Margin,Gross_Accounts_Receivable_Medicare,Gross_Accounts_Receivable_Medicaid,Gross_Accounts_Receivable_Self_Pay,Gross_Accounts_Receivable_Commercial,Gross_Accounts_Receivable_Other,Total_Gross_Accounts_Receivable,Casemix Index
32,St.Joseph Medical Center,Tacoma,2018,1,366,2003,1778,0,0,1048,4829,0,0,0,0,0,0,0,0,0,0,0,0,85,21,0,0,31,137,2088,1799,0,0,1079,4966,13863,5976,0,0,6493,26332,0,0,0,0,0,0,0,0,0,0,0,0,1019,382,0,0,362,1763,14882,6358,0,0,6855,28095,1552,1108,2506,2884,10257,2048,1533,56421,36526,106785,212319052,96183322,0,113843594,422345968,111678020,54712223,0,0,0,106483158,272873401,0,0,0,0,0,0,0,0,0,0,0,0,4517239,2593506,0,0,2778815,9889560,14062263,2337932,0,0,621860,17022055,342576574,155826983,0,0,223727427,722130984,273121689,128285168,0,0,103153698,504560555,0,0,0,0,34060927,34060927,273121689,128285168,0,0,137214625,538621482,11125915,49461540,1332182,789800,10014,50251340,1342196,13806450,26888518,5795077,58789,,588982,62808567,159608741,6880123,0,524976,0,524976,154226004,39378495,0,0,237223477,430827976,1.0806
35,St. Elizabeth Hospital,Enumclaw,2018,1,38,174,151,0,0,100,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,151,0,0,100,425,771,410,0,0,186,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,410,0,0,186,1367,111,101,155,351,3742,329,155,0,5262,9488,5707783,5288178,0,5749018,16744979,13747180,6959430,0,0,0,15837752,36544362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19454963,12247608,0,0,21586770,53289341,14566345,6351741,0,0,14134934,35053020,0,0,0,0,1697852,1697852,14566345,6351741,0,0,15832786,36750872,601254,4192786,102253,0,0,4192786,102253,1058573,1441029,879651,167144,,516896,4050510,11789693,573979,0,229437,0,229437,5244439,3620509,0,0,23584618,32449566,0.684
37,Deaconess Hospital - MultiCare Health Systems,Spokane,2018,1,388,1194,643,0,0,823,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,643,0,0,823,2660,6409,3951,0,0,4351,14711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6409,3951,0,0,4351,14711,753,307,487,1259,11699,1452,654,0,14826,28631,110171390,40014802,0,48384821,198571013,78235917,42961068,0,0,0,57252497,178449482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188407307,82975870,0,0,105637318,377020495,162422683,67613589,0,0,72404713,302440985,0,0,0,0,0,0,162422683,67613589,0,0,72404713,302440985,1675010,25885462,657554,0,0,25885462,657554,7993469,15597956,4518459,1452978,,1839942,21612012,77060336,2254462,0,0,0,0,79614336,41774289,0,0,79710388,201099013,1.1586
38,Olympic Medical Center,Port Angeles 98,2018,1,126,619,205,0,0,213,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,205,0,0,213,1037,2420,707,0,0,619,3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420,707,0,0,619,3746,371,120,257,0,7314,1610,220,12896,98755,120795,15887232,4614826,0,4159038,24661096,39424211,12453366,0,0,0,20925333,72802910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939045,75665,0,0,105769,2120479,57250488,17143857,0,0,25190140,99584485,33498867,11129805,0,0,6313277,50941949,0,0,0,0,0,0,33498867,11129805,0,0,6313277,50941949,672107,19128150,676480,4540389,32472,23668539,708952,7123635,7263393,2657164,0,,587735,7986998,48699729,1698937,0,-122229,0,-122229,17344115,2824990,0,0,17679356,37848461,0.8396
39,RCCH Trios Health LLC,Kennewick,2018,1,101,683,339,0,0,355,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,339,0,0,355,1377,2815,1090,0,0,884,4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2815,1090,0,0,884,4789,258,338,782,680,7566,494,384,3071,57860,69375,25735158,8564365,0,12782607,47082130,23876700,14206912,0,0,0,38643789,76727401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599123,599123,49611858,22771277,0,0,52025519,124408654,36561209,22623381,0,0,22012348,81196938,0,0,0,0,0,0,36561209,22623381,0,0,22012348,81196938,472813,19339582,0,0,0,19339582,0,4624879,8157754,3195593,4330791,,1609309,9234966,48883565,1501835,0,89064,345654,434718,14529431,6005316,0,0,-1647691,18887056,0.7393
42,Shriners Hospitals for Children - Spokane,Spokane,2018,1,30,0,16,0,0,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,12,28,0,45,0,0,52,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,52,97,0,0,0,0,0,182,0,0,3379,3561,0,1278493,0,750983,2029476,0,3313875,0,0,0,2925055,6238930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4592368,0,0,3676038,8268406,0,3294330,0,0,3214991,6509321,0,0,0,0,0,0,0,3294330,0,0,3214991,6509321,91689,2270949,79939,1368377,9198,3639326,89137,1018638,548985,230517,0,,0,488321,5925787,36640,0,0,0,0,0,2687697,0,0,2614520,5302217,2.3075
45,Columbia Basin Hospital,Ephrata,2018,1,0,40,4,0,0,6,50,32,3,0,0,11,46,0,4,0,0,3,7,0,0,0,0,0,0,72,11,0,0,20,103,115,5,0,0,15,135,525,559,0,0,265,1349,0,1864,0,0,1526,3390,0,0,0,0,0,0,640,2428,0,0,1806,4874,0,0,0,46,1199,0,41,0,7909,9149,628062,34357,0,148497,810916,1936585,1178645,0,0,0,1205644,4320874,131128,165464,0,0,102712,399304,0,298687,0,0,185624,484311,0,0,0,0,0,0,0,0,0,0,0,0,2695775,1677153,0,0,1642477,6015405,98443,32338,0,0,5591,136372,345922,731531,0,0,675227,1752680,444365,763869,0,0,680818,1889052,8871,1881320,74854,0,0,1881320,74854,487309,368666,345684,170553,,95493,1742378,4995910,413709,0,116892,125363,242255,840291,579316,0,0,1176708,2596315,0.6042
46,PHM Medical Center,Prosser,2018,1,25,79,81,0,0,61,221,31,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,110,82,0,0,61,253,264,174,0,0,130,568,379,15,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,643,189,0,0,130,962,101,91,145,84,2899,1202,145,0,4558,8804,3606981,2104319,0,1790174,7501474,5533793,6703860,0,0,0,7917108,20154761,342357,0,0,0,0,342357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9483131,8808179,0,0,9707282,27998592,5262525,6592193,0,0,2961880,14816598,0,0,0,0,63442,63442,5262525,6592193,0,0,3025322,14880040,515213,4700462,135989,806767,5110,5507229,141099,1531505,1472386,507652,20716,,681181,2566572,11606060,300031,0,-47181,116832,69651,3684421,2617059,0,0,8687685,14989165,0.518
50,PROVIDENCE ST MARY MEDICAL CENTER,Walla Walla,2018,1,142,901,317,0,0,401,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,317,0,0,401,1619,3845,1105,0,0,1282,6232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3845,1105,0,0,1282,6232,534,170,389,973,6692,1095,167,6110,50520,64584,41894365,11585354,0,15326095,68805814,40266266,14962027,0,0,0,31997987,87226280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054911,52572,0,0,90934,1198417,83215542,26599953,0,0,47415016,157230511,61581644,19127096,0,0,19560170,100268910,48674,43871,0,0,27203,119748,61630318,19170967,0,0,19587373,100388658,2076157,14784199,406742,2032304,8602,16816503,415344,1683247,10668022,1374543,215018,,342359,20898735,51656068,470447,0,-482273,0,-482273,27440304,10316302,0,0,32779138,70535744,1.0765
54,Forks Community Hospital,Forks,2018,1,45,37,11,0,0,13,61,21,10,0,0,5,36,0,14,0,0,11,25,0,0,0,0,0,0,58,35,0,0,29,122,128,34,0,0,61,223,177,738,0,0,34,949,0,607,0,0,458,1065,0,0,0,0,0,0,305,1379,0,0,553,2237,5,0,0,36,1382,46,67,0,9947,11442,842641,951901,0,-448395,1346147,3137293,2965020,0,0,0,3680211,9782524,504701,355941,0,0,0,860642,0,134400,0,0,103040,237440,0,0,0,0,0,0,0,0,0,0,0,0,4484635,4407262,0,0,3334856,12226753,2187972,1877373,0,0,1077883,5143228,-61484,35742,0,0,290286,264544,2126488,1913115,0,0,1368169,5407772,78568,2701180,100247,535138,5239,3236318,105486,1023151,748138,306587,80748,,192755,1787213,7182155,510858,0,5229,160353,165582,2323217,1216838,0,0,3638253,7178308,0.5864
56,Public Hospital District 2 dba Willapa Harbor Hos,South Bend,2018,1,26,49,8,0,0,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,0,0,14,71,141,25,0,0,28,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,25,0,0,28,194,0,0,0,55,1067,86,91,0,2080,3324,668156,107763,0,274837,1050756,3882669,1813849,0,0,0,2077779,7774297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4550825,1921612,0,0,2352616,8825053,1903599,1025001,0,0,642204,3570804,-77384,29711,0,0,30896,-16777,1826215,1054712,0,0,673100,3554027,139771,2482108,70388,451411,3230,2933519,73618,843120,308389,136596,17608,,176692,848915,5088147,90468,0,12484,229481,241965,1619914,552828,0,0,2318900,4491642,0.6976
58,YAKIMA VALLEY MEMORIAL,YAKIMA,2018,1,226,1706,1035,0,0,800,3541,0,0,0,0,0,0,0,0,0,0,0,0,30,19,0,0,18,67,1736,1054,0,0,818,3608,6129,2977,0,0,2258,11364,0,0,0,0,0,0,0,0,0,0,0,0,481,300,0,0,218,999,6610,3277,0,0,2476,12363,717,665,990,2563,22967,2007,0,0,107312,132286,55706441,29531411,0,22945148,108183000,101576933,50680426,0,0,0,71144182,223401541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157283374,80211837,0,0,94089330,331584541,100089891,62775838,0,0,47351081,210216810,0,0,0,0,0,0,100089891,62775838,0,0,47351081,210216810,5125420,68193631,1479552,0,0,68193631,1479552,10889067,20911986,5022683,465053,,2016115,12743274,118225694,4146920,0,-612290,0,-612290,44728640,25522463,0,0,71993062,142244165,0.8495
63,Grays Harbor Community Hospital,Aberdeen,2018,1,140,427,180,0,0,138,745,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,37,96,427,239,0,0,175,841,1607,688,0,0,418,2713,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,0,402,1080,1607,1366,0,0,820,3793,190,115,225,846,5954,729,468,0,32641,39792,16934864,6356502,0,6022361,29313727,27752892,15150629,0,0,0,21476556,64380077,0,0,0,0,0,0,0,0,0,0,0,0,0,1102620,0,0,653267,1755887,0,0,0,0,0,0,44687756,22609751,0,0,28152184,95449691,36727770,18247202,0,0,15407561,70382533,0,652820,0,0,55155,707975,36727770,18900022,0,0,15462716,71090508,48400,10677152,308424,1078247,9336,11755399,317760,3572680,3040172,1074145,452584,,1545092,6257185,26152165,888552,0,137341,0,137341,20078018,14192318,0,0,38120908,72391244,0.7594
78,Samaritan Hospital,Moses Lake,2018,1,50,283,270,0,0,236,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,270,0,0,236,789,1241,643,0,0,585,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,643,0,0,585,2469,234,255,409,532,4726,691,92,0,9012,14521,9815735,7264161,0,6780723,23860619,9352685,11862333,0,0,0,14432416,35647434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19168420,19126494,0,0,21213139,59508053,13766429,1494360,0,0,21858002,37118791,0,0,0,0,0,0,13766429,1494360,0,0,21858002,37118791,956422,8620782,200700,635845,3044,9256627,203744,2523966,3469882,1105522,92982,,170066,4405949,20854928,669808,0,-139871,565171,425300,6040665,5199521,0,0,25835142,37075328,0.5996
79,Pacific County Public Healthcare Services Distric,Ilwaco,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6761
80,Odessa Memorial Healthcare Center,"Odessa, WA 9915",2018,1,25,3,0,0,0,1,4,6,2,0,0,1,9,0,2,0,0,1,3,0,0,0,0,0,0,9,4,0,0,3,16,7,0,0,0,2,9,203,1170,0,0,723,2096,0,210,0,0,591,801,0,0,0,0,0,0,210,1380,0,0,1316,2906,0,0,0,3,115,8,10,0,2017,2150,19110,0,0,4117,23227,356119,148678,0,0,0,249925,754722,129606,320720,0,0,198534,648860,0,20563,0,0,65029,85592,0,0,0,0,0,0,0,0,0,0,0,0,504835,489961,0,0,517605,1512401,3722,2088,0,0,61473,67283,-510743,121798,0,0,0,-388945,-507021,123886,0,0,61473,-321662,7703,804096,28215,0,0,804096,28215,244331,117629,97500,18017,,9904,648816,1930389,51560,0,39401,258362,297763,243454,155871,0,0,361727,761052,0.542
81,Good Samaritan Hospital,Puyallup,2018,1,299,2208,983,0,0,1488,4679,0,0,0,0,0,0,0,0,0,0,0,0,84,39,0,0,34,157,2292,1022,0,0,1522,4836,11891,4484,0,0,5404,21779,0,0,0,0,0,0,0,0,0,0,0,0,1015,1178,0,0,553,2746,12906,5662,0,0,5957,24525,796,542,805,3593,20959,1343,736,0,9900,32938,149187020,48477709,0,71195127,268859856,66077467,48515570,0,0,0,95491125,210084162,0,0,0,0,0,0,0,0,0,0,0,0,3411755,3972319,0,0,1868418,9252492,0,0,0,0,0,0,218676242,100965598,0,0,168554670,488196510,219084695,66733646,0,0,62838523,348656864,0,0,0,0,0,0,219084695,66733646,0,0,62838523,348656864,10791817,36666902,945877,6455006,46620,43121908,992497,10461874,13350761,5366850,2938728,,2303360,34721791,109961912,697133,0,0,0,0,93068776,41139907,0,0,103247174,237455857,0.8629
82,Garfield County Public Hospital District,"Pomeroy, 99347",2018,1,45,0,0,0,0,0,0,7,3,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,6,16,0,0,0,0,0,0,125,325,0,0,150,600,0,578,0,0,388,966,0,0,0,0,0,0,125,903,0,0,538,1566,0,0,0,54,142,0,13,0,521,676,83305,208610,0,40940,332855,51452,23950,0,0,0,60364,135766,26450,0,0,0,0,26450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161207,232560,0,0,101304,495071,-511527,-38676,0,0,0,-550203,-47383,-115271,0,0,-40594,-203248,-558910,-153947,0,0,-40594,-753451,0,792090,0,0,0,792090,0,240993,108709,81303,0,,40183,642197,1865292,130006,0,7252,200615,207867,220015,92877,0,0,364953,677845,0
84,Providence Regional Medical Center Everett,Everett,2018,1,530,3591,1547,0,0,2695,7833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591,1547,0,0,2695,7833,21130,9125,0,0,9957,40212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21130,9125,0,0,9957,40212,1903,1020,1411,4868,17382,3095,1160,0,102360,123997,198916480,73166527,0,112018232,384101239,90001778,41264809,0,0,0,92909522,224176109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288918258,114431336,0,0,204927754,608277348,222973943,84843264,0,0,104679019,412496226,0,0,0,0,0,0,222973943,84843264,0,0,104679019,412496226,7676876,63692397,1589978,58140,434,63750537,1590412,6336582,27574824,7367421,4346598,,1390469,78380916,187756878,5135431,0,-122345,0,-122345,148967229,51176877,0,0,124288012,324432118,0.9367
85,Jefferson County Public Hospital District No 2,Port Townsend,2018,1,42,271,62,0,0,57,390,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,277,62,0,0,57,396,1056,159,0,0,162,1377,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1088,159,0,0,162,1409,62,28,46,342,3155,496,64,2831,49610,56156,8763743,1946824,0,1751536,12462103,25004545,7116988,0,0,0,12390691,44512224,51872,0,0,0,0,51872,0,0,0,0,0,0,0,0,0,0,0,0,558093,7992,0,0,49987,616072,34378253,9071804,0,0,14192214,57642271,0,0,0,0,0,0,19905782,6086828,0,0,4591066,30583676,19905782,6086828,0,0,4591066,30583676,672566,13530376,290800,0,0,13530376,290800,3262835,4595826,1192670,262664,,763029,4456911,27301282,1170902,0,30069,181261,211330,16447044,5395989,0,0,12322025,34165058,0.7483
96,Skyline Health,White Salmon,2018,1,32,30,8,0,0,10,48,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,55,8,0,0,10,73,108,17,0,0,25,150,466,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,574,17,0,0,25,616,0,0,0,67,850,134,23,0,1875,2882,439691,100715,0,200115,740521,1677157,1330557,0,0,0,1921555,4929269,1169151,0,0,0,0,1169151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3285999,1431272,0,0,2121670,6838941,666867,680995,0,0,615199,1963061,97924,186150,0,0,433782,717856,764791,867145,0,0,1048981,2680917,62237,2155657,56856,312157,2828,2467814,59684,748842,362481,234234,160780,,81580,1095935,5070086,48639,0,-38027,128258,90231,1290526,661850,0,0,1979467,3931843,0.6651
102,Astria Regional Medical Center,Yakima,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1873
104,EvergreenHealth Monroe,Monroe,2018,1,72,142,67,0,0,81,290,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,171,185,144,79,0,0,252,475,0,0,0,0,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659,1659,0,0,0,0,2718,2718,49,0,0,319,3758,398,0,0,6756,10912,3356980,1651961,0,2372390,7381331,6212100,5652887,0,0,0,9902364,21767351,0,0,0,0,0,0,0,0,0,0,0,0,29097,215735,0,0,1391858,1636690,0,0,0,0,0,0,9598177,7520583,0,0,13666612,30785372,6785940,5762092,0,0,6589866,19137898,0,0,0,0,0,0,6785940,5762092,0,0,6589866,19137898,208014,5818120,0,0,0,5818120,0,1296244,1280373,483385,8923,,984369,2788093,11675138,1193797,0,126302,0,126302,3715126,2875985,0,0,9068333,15659444,0.731
106,CASCADE VALLEY HOSPITAL,ARLINGTON,2018,1,48,182,108,0,0,88,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,108,0,0,88,378,852,279,0,0,322,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,279,0,0,322,1453,150,31,61,408,4859,404,422,0,12396,18081,7444518,2979203,0,3384860,13808581,7649942,7454340,0,0,0,11232033,26336315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15094460,10433543,0,0,14616893,40144896,11492078,8102992,0,0,6916780,26511850,0,0,0,0,0,0,11492078,8102992,0,0,6916780,26511850,210355,5194924,0,368243,0,5563167,0,1187023,1610790,111493,16956,,703992,2319758,10809187,541241,0,80244,0,80244,9302872,5845872,0,0,13091413,28240157,0.7639
107,NORTH VALLEY HOSPITAL OCPHD#4,TONASKET,2018,1,67,53,40,0,0,11,104,22,1,0,0,0,23,2,5,0,0,2,9,0,0,0,0,0,0,77,46,0,0,13,136,160,75,0,0,23,258,158,15,0,0,0,173,55,2620,0,0,581,3256,0,0,0,0,0,0,373,2710,0,0,604,3687,5,15,11,42,1046,75,53,0,1115,2289,866125,457653,0,95995,1419773,2548873,1917716,0,0,0,1690385,6156974,113663,56657,0,0,41986,212306,-38534,-735225,0,0,-174273,-948032,0,0,0,0,0,0,0,0,0,0,0,0,3490127,1696801,0,0,1654093,6841021,1283760,1255055,0,0,616307,3155122,14176,164774,0,0,28775,207725,1297936,1419829,0,0,645082,3362847,-104474,2576547,99587,0,0,2576547,99587,598507,275467,234849,79860,,-217478,1595763,5360993,130760,0,170244,118077,288321,1129694,683190,0,0,2458190,4271074,0.51
108,Tri-State Memorial Hospital,Clarkston,2018,1,62,243,29,0,0,50,322,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,253,29,0,0,50,332,900,98,0,0,110,1108,39,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,939,98,0,0,110,1147,135,0,0,208,3865,296,77,0,78297,82535,6476685,751789,0,1251876,8480350,17440816,3673655,0,0,0,10735143,31849614,107807,0,0,0,0,107807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24025308,4425444,0,0,11987019,40437771,13148757,2771988,0,0,2860160,18780905,0,0,0,0,0,0,13148757,2771988,0,0,2860160,18780905,629979,5871026,211826,1921487,14950,7792513,226776,1954480,4141261,1063081,147631,,481547,4606663,19705629,691201,0,65609,0,65609,4325067,1064735,0,0,8320112,13709914,1.246
111,EAST ADAMS RURAL HEALTHCARE,903 S ADAMS STR,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6413
